Date,Open,High,Low,Close,Adj Close,Volume
2018-04-17,50240.000000,50540.000000,49820.000000,49980.000000,44683.152344,7772000
2018-04-18,51000.000000,51360.000000,50580.000000,51360.000000,45916.898438,13462600
2018-04-19,52000.000000,52980.000000,51540.000000,52780.000000,47186.398438,17190550
2018-04-20,51800.000000,52260.000000,51420.000000,51620.000000,46149.347656,11761000
2018-04-23,51000.000000,52080.000000,51000.000000,51900.000000,46399.667969,11619000
2018-04-24,51840.000000,51860.000000,50080.000000,50460.000000,45112.277344,15770300
2018-04-25,49220.000000,50500.000000,49220.000000,50400.000000,45058.640625,16614600
2018-04-26,50420.000000,52160.000000,50400.000000,52140.000000,46614.234375,18046550
2018-04-27,53380.000000,53640.000000,52440.000000,53000.000000,47383.085938,30310800
2018-04-30,53000.000000,53000.000000,53000.000000,53000.000000,47383.085938,0
2018-05-02,53000.000000,53000.000000,53000.000000,53000.000000,47383.085938,0
2018-05-03,53000.000000,53000.000000,53000.000000,53000.000000,47383.085938,0
2018-05-04,53000.000000,53900.000000,51800.000000,51900.000000,46399.667969,39565391
2018-05-08,52600.000000,53200.000000,51900.000000,52600.000000,47025.484375,23104720
2018-05-09,52600.000000,52800.000000,50900.000000,50900.000000,45505.648438,16128305
2018-05-10,51700.000000,51700.000000,50600.000000,51600.000000,46131.472656,13905263
2018-05-11,52000.000000,52200.000000,51200.000000,51300.000000,45863.253906,10314997
2018-05-14,51000.000000,51100.000000,49900.000000,50100.000000,44790.433594,14909272
2018-05-15,50200.000000,50400.000000,49100.000000,49200.000000,43985.816406,18709146
2018-05-16,49200.000000,50200.000000,49150.000000,49850.000000,44566.925781,15918683
2018-05-17,50300.000000,50500.000000,49400.000000,49400.000000,44164.613281,10365440
2018-05-18,49900.000000,49900.000000,49350.000000,49500.000000,44254.011719,6706570
2018-05-21,49650.000000,50200.000000,49100.000000,50000.000000,44701.027344,9020998
2018-05-23,50600.000000,52000.000000,50400.000000,51800.000000,46310.269531,17095490
2018-05-24,52000.000000,52000.000000,51100.000000,51400.000000,45952.656250,8289275
2018-05-25,51000.000000,52800.000000,50800.000000,52700.000000,47114.878906,15207266
2018-05-28,52500.000000,53000.000000,52000.000000,52300.000000,46757.273438,9787820
2018-05-29,52200.000000,52500.000000,51300.000000,51300.000000,45863.253906,8480437
2018-05-30,51300.000000,51500.000000,49100.000000,49500.000000,44254.011719,20498098
2018-05-31,50400.000000,50800.000000,49850.000000,50700.000000,45326.839844,63491109
2018-06-01,50500.000000,51700.000000,49950.000000,51300.000000,45863.253906,13038499
2018-06-04,50800.000000,51200.000000,50700.000000,51100.000000,45684.449219,9767171
2018-06-05,51100.000000,51400.000000,50400.000000,51300.000000,45863.253906,9144100
2018-06-07,51800.000000,51800.000000,50500.000000,50600.000000,45237.441406,13590016
2018-06-08,50200.000000,50400.000000,49600.000000,49650.000000,44388.121094,16951706
2018-06-11,49750.000000,50300.000000,49350.000000,49900.000000,44611.625000,10571312
2018-06-12,49700.000000,49800.000000,49250.000000,49400.000000,44164.613281,12110569
2018-06-14,49000.000000,49000.000000,48200.000000,48200.000000,43091.785156,20971729
2018-06-15,48500.000000,48700.000000,47650.000000,47650.000000,42600.082031,17080892
2018-06-18,47600.000000,47650.000000,46200.000000,46600.000000,41661.359375,16661870
2018-06-19,47200.000000,47350.000000,46500.000000,47000.000000,42018.964844,15217971
2018-06-20,47450.000000,47600.000000,46850.000000,47000.000000,42018.964844,12959316
2018-06-21,47900.000000,47900.000000,47050.000000,47050.000000,42063.664063,10015541
2018-06-22,47000.000000,47250.000000,46200.000000,47250.000000,42242.472656,10298006
2018-06-25,47050.000000,47050.000000,46150.000000,46650.000000,41706.054688,10587711
2018-06-26,45900.000000,47300.000000,45900.000000,47000.000000,42018.964844,11223166
2018-06-27,47450.000000,48500.000000,47000.000000,47950.000000,42868.289063,15274752
2018-06-28,46850.000000,47150.000000,46600.000000,46800.000000,42151.351563,12784800
2018-06-29,46250.000000,47150.000000,46200.000000,46650.000000,42016.257813,14099635
2018-07-02,46500.000000,47150.000000,45500.000000,45550.000000,41025.519531,13112253
2018-07-03,45750.000000,46450.000000,45750.000000,46150.000000,41565.914063,10959655
2018-07-04,46700.000000,47050.000000,46050.000000,46250.000000,41655.988281,8776763
2018-07-05,46100.000000,46550.000000,45600.000000,45950.000000,41385.781250,7039773
2018-07-06,45500.000000,45850.000000,44650.000000,44900.000000,40440.074219,17843706
2018-07-09,45500.000000,46100.000000,45200.000000,45600.000000,41070.554688,11602464
2018-07-10,46200.000000,46550.000000,46100.000000,46300.000000,41701.011719,10528665
2018-07-11,46400.000000,46450.000000,45400.000000,46000.000000,41430.816406,11224077
2018-07-12,45900.000000,46250.000000,45450.000000,45500.000000,40980.484375,11828104
2018-07-13,45800.000000,46500.000000,45750.000000,46500.000000,41881.148438,11543389
2018-07-16,46800.000000,46800.000000,46000.000000,46050.000000,41475.851563,7678719
2018-07-17,46150.000000,46200.000000,45600.000000,45850.000000,41295.714844,8892953
2018-07-18,46700.000000,47200.000000,46450.000000,46550.000000,41926.195313,10952645
2018-07-19,47050.000000,47200.000000,46600.000000,46900.000000,42241.417969,9880128
2018-07-20,47000.000000,47600.000000,46700.000000,47450.000000,42736.785156,10474547
2018-07-23,47100.000000,47200.000000,46150.000000,46500.000000,41881.148438,10823782
2018-07-24,46350.000000,46600.000000,45950.000000,46150.000000,41565.914063,8261363
2018-07-25,46250.000000,46550.000000,45900.000000,46150.000000,41565.914063,7222471
2018-07-26,46100.000000,47000.000000,46000.000000,46900.000000,42241.417969,7374946
2018-07-27,46450.000000,47000.000000,46450.000000,46900.000000,42241.417969,4762460
2018-07-30,46550.000000,46800.000000,46350.000000,46500.000000,41881.148438,5723035
2018-07-31,46200.000000,46450.000000,46000.000000,46250.000000,41655.988281,8033607
2018-08-01,46050.000000,46850.000000,46050.000000,46550.000000,41926.195313,7484499
2018-08-02,46550.000000,46800.000000,45500.000000,45550.000000,41025.519531,8560924
2018-08-03,45850.000000,45900.000000,45450.000000,45750.000000,41205.652344,8274944
2018-08-06,46150.000000,46150.000000,45750.000000,45800.000000,41250.691406,6771979
2018-08-07,46300.000000,46750.000000,45900.000000,46700.000000,42061.289063,9058174
2018-08-08,47000.000000,47000.000000,46550.000000,46800.000000,42151.351563,6429338
2018-08-09,47000.000000,47050.000000,46450.000000,46900.000000,42241.417969,12010886
2018-08-10,46150.000000,46400.000000,44850.000000,45400.000000,40890.410156,16670643
2018-08-13,44950.000000,45100.000000,44650.000000,45050.000000,40575.175781,9803831
2018-08-14,44850.000000,45400.000000,44850.000000,45150.000000,40665.238281,6409259
2018-08-16,43800.000000,44650.000000,43700.000000,44250.000000,39854.648438,10088229
2018-08-17,44050.000000,44400.000000,44050.000000,44100.000000,39719.550781,6808747
2018-08-20,43500.000000,44200.000000,43500.000000,43850.000000,39494.375000,7289124
2018-08-21,43700.000000,44900.000000,43700.000000,44800.000000,40350.011719,9520270
2018-08-22,45150.000000,46200.000000,44900.000000,46100.000000,41520.882813,11641656
2018-08-23,46150.000000,46200.000000,45700.000000,46200.000000,41610.953125,6730918
2018-08-24,45900.000000,46400.000000,45550.000000,46150.000000,41565.914063,6582535
2018-08-27,46100.000000,46550.000000,46000.000000,46300.000000,41701.011719,5263782
2018-08-28,46800.000000,46950.000000,46300.000000,46550.000000,41926.195313,7365976
2018-08-29,46750.000000,46800.000000,46400.000000,46800.000000,42151.351563,5572374
2018-08-30,46950.000000,47950.000000,46700.000000,47650.000000,42916.929688,12193231
2018-08-31,47100.000000,48450.000000,47000.000000,48450.000000,43637.457031,13577454
2018-09-03,48200.000000,48300.000000,47300.000000,47450.000000,42736.785156,8595084
2018-09-04,47550.000000,47800.000000,47200.000000,47650.000000,42916.929688,6791255
2018-09-05,47300.000000,47450.000000,46400.000000,46600.000000,41971.214844,9139998
2018-09-06,46200.000000,46400.000000,45800.000000,46100.000000,41520.882813,9040553
2018-09-07,44500.000000,45200.000000,44400.000000,44900.000000,40440.074219,18285508
2018-09-10,45450.000000,45550.000000,45000.000000,45500.000000,40980.484375,9979838
2018-09-11,45550.000000,45900.000000,45050.000000,45050.000000,40575.175781,9865790
2018-09-12,44900.000000,45100.000000,44500.000000,44550.000000,40124.843750,12995269
2018-09-13,44550.000000,44750.000000,44000.000000,44050.000000,39674.511719,18277942
2018-09-14,45000.000000,45850.000000,44900.000000,45850.000000,41295.714844,12446344
2018-09-17,45550.000000,45800.000000,44900.000000,45150.000000,40665.238281,8123384
2018-09-18,44950.000000,45900.000000,44700.000000,45500.000000,40980.484375,9987090
2018-09-19,46000.000000,46200.000000,45700.000000,46150.000000,41565.914063,9367454
2018-09-20,46850.000000,47600.000000,46400.000000,47250.000000,42556.648438,13536966
2018-09-21,46550.000000,47550.000000,46550.000000,47400.000000,42691.750000,14476906
2018-09-27,46950.000000,47500.000000,46450.000000,47500.000000,43103.730469,15804586
2018-09-28,47250.000000,47250.000000,46300.000000,46450.000000,42150.917969,11270515
2018-10-01,46450.000000,46800.000000,45800.000000,46350.000000,42060.167969,6354983
2018-10-02,46450.000000,46700.000000,45700.000000,45700.000000,41470.335938,6607188
2018-10-04,45150.000000,45600.000000,44700.000000,44700.000000,40562.882813,11865327
2018-10-05,44800.000000,45500.000000,44550.000000,44700.000000,40562.882813,10544165
2018-10-08,44200.000000,45200.000000,44200.000000,44950.000000,40789.746094,6759464
2018-10-10,45250.000000,45500.000000,44500.000000,45300.000000,41107.347656,10341349
2018-10-11,44000.000000,44650.000000,43100.000000,43100.000000,39110.972656,19324537
2018-10-12,43200.000000,44650.000000,43200.000000,44000.000000,39927.671875,12640906
2018-10-15,44050.000000,44050.000000,43350.000000,43800.000000,39746.183594,7434522
2018-10-16,43700.000000,44150.000000,43350.000000,43600.000000,39564.699219,6825677
2018-10-17,44150.000000,44500.000000,44000.000000,44150.000000,40063.789063,8306193
2018-10-18,43950.000000,44450.000000,43700.000000,44050.000000,39973.046875,8347725
2018-10-19,43900.000000,44150.000000,43450.000000,43900.000000,39836.929688,7842520
2018-10-22,43450.000000,43950.000000,43200.000000,43550.000000,39519.324219,8357648
2018-10-23,43300.000000,43450.000000,42550.000000,43050.000000,39065.593750,9531231
2018-10-24,43050.000000,43100.000000,42250.000000,42550.000000,38611.875000,13522825
2018-10-25,40600.000000,41550.000000,40550.000000,41000.000000,37205.332031,19338170
2018-10-26,41100.000000,41300.000000,40400.000000,41000.000000,37205.332031,14413864
2018-10-29,40850.000000,41950.000000,40550.000000,41400.000000,37568.304688,14460521
2018-10-30,41400.000000,43000.000000,41000.000000,42350.000000,38430.378906,14205190
2018-10-31,42900.000000,43350.000000,41700.000000,42400.000000,38475.757813,17621480
2018-11-01,42450.000000,42950.000000,42150.000000,42150.000000,38248.898438,13423132
2018-11-02,43050.000000,44250.000000,42800.000000,44150.000000,40063.789063,16517112
2018-11-05,43750.000000,43800.000000,42900.000000,43800.000000,39746.183594,9426777
2018-11-06,43750.000000,43800.000000,42950.000000,43750.000000,39700.812500,7713625
2018-11-07,43600.000000,44500.000000,43400.000000,44000.000000,39927.671875,11553998
2018-11-08,44900.000000,45050.000000,44050.000000,44050.000000,39973.046875,12617397
2018-11-09,44450.000000,44850.000000,43900.000000,44300.000000,40199.906250,7318500
2018-11-12,43850.000000,45250.000000,43700.000000,45200.000000,41016.609375,8552566
2018-11-13,43900.000000,44500.000000,43400.000000,44500.000000,40381.398438,9311126
2018-11-14,44500.000000,44500.000000,43800.000000,44100.000000,40018.414063,6783344
2018-11-15,null,null,null,null,null,null
2018-11-16,44600.000000,44750.000000,43700.000000,44000.000000,39927.671875,7777124
2018-11-19,44050.000000,44250.000000,43450.000000,43650.000000,39610.062500,7538720
2018-11-20,42450.000000,43000.000000,42100.000000,42800.000000,38838.730469,9420664
2018-11-21,41800.000000,42300.000000,41800.000000,42100.000000,38203.519531,10769589
2018-11-22,42000.000000,42650.000000,42000.000000,42450.000000,38521.121094,5970796
2018-11-23,42450.000000,42600.000000,41900.000000,42400.000000,38475.757813,5192638
2018-11-26,42150.000000,42800.000000,42100.000000,42600.000000,38657.246094,6613009
2018-11-27,42900.000000,43100.000000,42500.000000,43050.000000,39065.593750,8367091
2018-11-28,42800.000000,43200.000000,42750.000000,43150.000000,39156.335938,6943099
2018-11-29,43850.000000,43850.000000,42900.000000,43150.000000,39156.335938,8473511
2018-11-30,43450.000000,44000.000000,41750.000000,41850.000000,37976.652344,19775519
2018-12-03,42750.000000,43400.000000,42400.000000,43250.000000,39247.082031,12110702
2018-12-04,42650.000000,42900.000000,41900.000000,42150.000000,38248.898438,14347746
2018-12-05,40900.000000,41750.000000,40850.000000,41450.000000,37613.687500,12631983
2018-12-06,40600.000000,41100.000000,40450.000000,40500.000000,36751.609375,14251826
2018-12-07,40900.000000,41400.000000,40850.000000,40950.000000,37159.964844,11433083
2018-12-10,40450.000000,40650.000000,40000.000000,40200.000000,36479.367188,14892263
2018-12-11,40600.000000,40700.000000,40200.000000,40250.000000,36524.746094,10638766
2018-12-12,40250.000000,40700.000000,40150.000000,40450.000000,36706.238281,12024279
2018-12-13,40650.000000,40750.000000,40000.000000,40000.000000,36297.882813,26254646
2018-12-14,40200.000000,40200.000000,38700.000000,38950.000000,35345.062500,19671783
2018-12-17,38650.000000,39600.000000,38650.000000,39150.000000,35526.550781,11532968
2018-12-18,38300.000000,39200.000000,38300.000000,38900.000000,35299.683594,11042101
2018-12-19,38900.000000,39350.000000,38850.000000,39100.000000,35481.175781,9942037
2018-12-20,38600.000000,39100.000000,38500.000000,38650.000000,35072.828125,11937617
2018-12-21,38200.000000,38650.000000,38100.000000,38650.000000,35072.828125,14947080
2018-12-24,38500.000000,39050.000000,38300.000000,38800.000000,35208.953125,9729530
2018-12-26,38400.000000,38750.000000,38300.000000,38350.000000,34800.601563,12707675
2018-12-27,38700.000000,38800.000000,38100.000000,38250.000000,35033.230469,10510643
2018-12-28,38250.000000,38900.000000,38200.000000,38700.000000,35445.390625,9900267
2019-01-02,39400.000000,39400.000000,38550.000000,38750.000000,35491.187500,7847664
2019-01-03,38300.000000,38550.000000,37450.000000,37600.000000,34437.898438,12471493
2019-01-04,37450.000000,37600.000000,36850.000000,37450.000000,34300.511719,14108958
2019-01-07,38000.000000,38900.000000,37800.000000,38750.000000,35491.187500,12748997
2019-01-08,38000.000000,39200.000000,37950.000000,38100.000000,34895.843750,12756554
2019-01-09,38650.000000,39600.000000,38300.000000,39600.000000,36269.699219,17452708
2019-01-10,40000.000000,40150.000000,39600.000000,39800.000000,36452.882813,14731699
2019-01-11,40350.000000,40550.000000,39950.000000,40500.000000,37094.015625,11661063
2019-01-14,40450.000000,40700.000000,39850.000000,40050.000000,36681.855469,11984996
2019-01-15,40050.000000,41100.000000,39850.000000,41100.000000,37643.558594,11492756
2019-01-16,41150.000000,41450.000000,40700.000000,41450.000000,37964.121094,8491595
2019-01-17,41700.000000,42100.000000,41450.000000,41950.000000,38422.070313,11736903
2019-01-18,42000.000000,42400.000000,41950.000000,42300.000000,38742.632813,11029256
2019-01-21,42700.000000,42750.000000,41900.000000,42750.000000,39154.792969,11355701
2019-01-22,42750.000000,42850.000000,41850.000000,42150.000000,38605.253906,9964356
2019-01-23,41350.000000,42250.000000,41350.000000,42000.000000,38467.867188,11071079
2019-01-24,43050.000000,43100.000000,42350.000000,43050.000000,39429.558594,14747623
2019-01-25,44300.000000,44750.000000,43750.000000,44750.000000,40986.597656,22789395
2019-01-28,45000.000000,45500.000000,44600.000000,45050.000000,41261.359375,17998914
2019-01-29,45050.000000,45500.000000,44350.000000,45500.000000,41673.519531,16215017
2019-01-30,44800.000000,46400.000000,44800.000000,46400.000000,42497.832031,17505980
2019-01-31,46650.000000,47050.000000,46150.000000,46150.000000,42268.855469,21621145
2019-02-01,46650.000000,46950.000000,46250.000000,46350.000000,42452.035156,13832454
2019-02-07,46800.000000,47100.000000,46200.000000,46200.000000,42314.652344,15872001
2019-02-08,45700.000000,45700.000000,44650.000000,44800.000000,41032.394531,12689196
2019-02-11,44500.000000,45000.000000,44250.000000,45000.000000,41215.562500,11125044
2019-02-12,44650.000000,46250.000000,44650.000000,46050.000000,42177.269531,13184367
2019-02-13,46400.000000,46700.000000,46000.000000,46200.000000,42314.652344,11299738
2019-02-14,46600.000000,47500.000000,46150.000000,47500.000000,43505.320313,17259341
2019-02-15,46750.000000,46850.000000,45650.000000,46050.000000,42177.269531,10554643
2019-02-18,46500.000000,46850.000000,45850.000000,46200.000000,42314.652344,8183728
2019-02-19,45850.000000,46150.000000,45450.000000,45950.000000,42085.671875,6741395
2019-02-20,46750.000000,47100.000000,46500.000000,46900.000000,42955.785156,11506720
2019-02-21,46500.000000,47200.000000,46200.000000,46950.000000,43001.578125,8694009
2019-02-22,46500.000000,47150.000000,46450.000000,47150.000000,43184.757813,6895772
2019-02-25,47400.000000,47550.000000,47050.000000,47350.000000,43367.941406,7484716
2019-02-26,47350.000000,47450.000000,46500.000000,46750.000000,42818.398438,7985547
2019-02-27,47000.000000,47250.000000,46750.000000,46750.000000,42818.398438,8045211
2019-02-28,46400.000000,46500.000000,45100.000000,45100.000000,41307.160156,23569321
2019-03-04,46000.000000,46100.000000,44800.000000,44850.000000,41078.187500,12926539
2019-03-05,44600.000000,45100.000000,44150.000000,44250.000000,40528.656250,10612405
2019-03-06,44000.000000,44300.000000,43700.000000,44000.000000,40299.664063,10202544
2019-03-07,43400.000000,44950.000000,43400.000000,44450.000000,40711.828125,11049749
2019-03-08,44450.000000,44800.000000,43800.000000,43800.000000,40116.488281,7729069
2019-03-11,44400.000000,44450.000000,43650.000000,43650.000000,39979.101563,10717408
2019-03-12,44300.000000,44950.000000,44150.000000,44650.000000,40895.007813,11431977
2019-03-13,44250.000000,44450.000000,43700.000000,43850.000000,40162.289063,8108343
2019-03-14,43700.000000,44300.000000,43550.000000,43850.000000,40162.289063,18039161
2019-03-15,43800.000000,44250.000000,43700.000000,44200.000000,40482.851563,16814163
2019-03-18,43950.000000,44150.000000,43450.000000,43700.000000,40024.898438,8188876
2019-03-19,43750.000000,43900.000000,43550.000000,43900.000000,40208.082031,7609563
2019-03-20,43800.000000,44200.000000,43100.000000,44050.000000,40345.468750,9846242
2019-03-21,44600.000000,46250.000000,44050.000000,45850.000000,41994.085938,21138016
2019-03-22,46850.000000,47000.000000,46250.000000,46550.000000,42635.218750,12535911
2019-03-25,45300.000000,45650.000000,44800.000000,45500.000000,41673.519531,8699728
2019-03-26,45500.000000,45700.000000,44900.000000,45250.000000,41444.550781,9729811
2019-03-27,44750.000000,45600.000000,44250.000000,45350.000000,41536.132813,9568081
2019-03-28,44950.000000,45200.000000,44300.000000,44850.000000,41401.371094,6821306
2019-03-29,44500.000000,44900.000000,44200.000000,44650.000000,41216.742188,11491713
2019-04-01,45200.000000,45450.000000,44850.000000,45050.000000,41585.984375,7362129
2019-04-02,45550.000000,46100.000000,45350.000000,45750.000000,42232.164063,9480688
2019-04-03,46750.000000,46750.000000,45800.000000,46600.000000,43016.796875,12436570
2019-04-04,46150.000000,47100.000000,46150.000000,46950.000000,43339.890625,12650168
2019-04-05,46950.000000,47550.000000,46600.000000,46850.000000,43247.578125,8546339
2019-04-08,47250.000000,47250.000000,46150.000000,46650.000000,43062.960938,8507909
2019-04-09,46700.000000,46950.000000,46200.000000,46650.000000,43062.960938,6878761
2019-04-10,46400.000000,46700.000000,46050.000000,46700.000000,43109.105469,11883995
2019-04-11,46700.000000,46800.000000,46150.000000,46250.000000,42693.710938,13697399
2019-04-12,46050.000000,46900.000000,46000.000000,46850.000000,43247.578125,7668936
2019-04-15,47150.000000,47500.000000,47000.000000,47050.000000,43432.199219,8733019
2019-04-16,47400.000000,47400.000000,46800.000000,47250.000000,43616.820313,7730881
2019-04-17,47300.000000,47600.000000,47000.000000,47050.000000,43432.199219,5513658
2019-04-18,47200.000000,47250.000000,45500.000000,45600.000000,42093.687500,12808747
2019-04-19,45750.000000,46000.000000,45250.000000,45300.000000,41816.761719,8479710
2019-04-22,45400.000000,45900.000000,45100.000000,45350.000000,41862.910156,6006957
2019-04-23,45050.000000,45500.000000,45000.000000,45200.000000,41724.449219,6920566
2019-04-24,45400.000000,45650.000000,44150.000000,44750.000000,41309.054688,13299267
2019-04-25,44250.000000,45000.000000,44100.000000,44650.000000,41216.742188,10868965
2019-04-26,44200.000000,45000.000000,43800.000000,44850.000000,41401.371094,9739982
2019-04-29,45150.000000,46150.000000,45100.000000,46150.000000,42601.398438,8777517
2019-04-30,46000.000000,46300.000000,45350.000000,45850.000000,42324.472656,11121273
2019-05-02,45500.000000,46150.000000,45400.000000,45900.000000,42370.621094,8625126
2019-05-03,45900.000000,46050.000000,45300.000000,45300.000000,41816.761719,6562916
2019-05-07,45250.000000,45300.000000,44400.000000,44850.000000,41401.371094,12014907
2019-05-08,44300.000000,44850.000000,44200.000000,44250.000000,40847.500000,10398754
2019-05-09,43900.000000,44250.000000,42450.000000,42450.000000,39185.902344,23029718
2019-05-10,42600.000000,43450.000000,42450.000000,42900.000000,39601.304688,14579512
2019-05-13,42500.000000,43200.000000,42350.000000,42650.000000,39370.527344,7635079
2019-05-14,41300.000000,43100.000000,41300.000000,42650.000000,39370.527344,11563730
2019-05-15,42700.000000,43050.000000,42550.000000,42550.000000,39278.218750,7670185
2019-05-16,42350.000000,42400.000000,41350.000000,41550.000000,38355.101563,13687828
2019-05-17,41950.000000,42050.000000,40850.000000,41200.000000,38032.019531,13357951
2019-05-20,41650.000000,42100.000000,41550.000000,42000.000000,38770.507813,15752397
2019-05-21,42600.000000,43950.000000,42350.000000,43150.000000,39832.085938,18812133
2019-05-22,43700.000000,43800.000000,42400.000000,43500.000000,40155.164063,11033339
2019-05-23,43900.000000,44000.000000,43250.000000,43850.000000,40478.253906,12259006
2019-05-24,43800.000000,43800.000000,42400.000000,42700.000000,39416.679688,13966305
2019-05-27,42500.000000,43000.000000,42350.000000,42650.000000,39370.527344,8066669
2019-05-28,42550.000000,42950.000000,42150.000000,42550.000000,39278.218750,24506881
2019-05-29,41850.000000,42100.000000,41300.000000,41800.000000,38585.882813,14930618
2019-05-30,42200.000000,42700.000000,42150.000000,42550.000000,39278.218750,11766018
2019-05-31,42600.000000,42800.000000,42150.000000,42500.000000,39232.054688,11365999
2019-06-03,42950.000000,43900.000000,42500.000000,43800.000000,40432.097656,15466580
2019-06-04,43400.000000,43700.000000,43000.000000,43450.000000,40109.015625,9913497
2019-06-05,44050.000000,44200.000000,43700.000000,43900.000000,40524.417969,12464135
2019-06-07,43600.000000,44350.000000,43450.000000,44200.000000,40801.343750,11683682
2019-06-10,44300.000000,44850.000000,44050.000000,44800.000000,41355.203125,8792182
2019-06-11,44800.000000,45000.000000,44550.000000,44850.000000,41401.371094,6664872
2019-06-12,44800.000000,45050.000000,44300.000000,44600.000000,41170.582031,8607439
2019-06-13,44200.000000,44400.000000,43400.000000,43750.000000,40385.945313,16906541
2019-06-14,43750.000000,44150.000000,43300.000000,44000.000000,40616.714844,9322873
2019-06-17,43750.000000,44050.000000,43400.000000,43900.000000,40524.417969,11890424
2019-06-18,43750.000000,44500.000000,43650.000000,44350.000000,40939.816406,7994928
2019-06-19,45450.000000,45450.000000,45000.000000,45350.000000,41862.910156,10417690
2019-06-20,44850.000000,45500.000000,44850.000000,45500.000000,42001.382813,7147785
2019-06-21,45750.000000,45800.000000,45200.000000,45700.000000,42185.996094,9454913
2019-06-24,45200.000000,45800.000000,45200.000000,45500.000000,42001.382813,6085066
2019-06-25,45200.000000,45800.000000,45200.000000,45600.000000,42093.687500,7076774
2019-06-26,45800.000000,46000.000000,45600.000000,45700.000000,42185.996094,9226097
2019-06-27,46000.000000,46600.000000,45750.000000,46500.000000,43259.589844,12603534
2019-06-28,47000.000000,47000.000000,46700.000000,47000.000000,43724.742188,12949231
2019-07-01,47350.000000,47400.000000,46250.000000,46600.000000,43352.613281,11383522
2019-07-02,46200.000000,46900.000000,45850.000000,46250.000000,43027.003906,8463073
2019-07-03,45750.000000,46350.000000,45200.000000,45400.000000,42236.246094,9669368
2019-07-04,45250.000000,46200.000000,45250.000000,46000.000000,42794.429688,6365573
2019-07-05,45950.000000,45950.000000,45250.000000,45650.000000,42468.816406,7235395
2019-07-08,44750.000000,44800.000000,44350.000000,44400.000000,41305.925781,7823843
2019-07-09,44850.000000,45450.000000,44700.000000,45100.000000,41957.144531,7646421
2019-07-10,45550.000000,46150.000000,45500.000000,45550.000000,42375.781250,9253930
2019-07-11,46350.000000,46550.000000,46150.000000,46200.000000,42980.484375,10989751
2019-07-12,46350.000000,46400.000000,45800.000000,46300.000000,43073.523438,5245804
2019-07-15,45950.000000,46650.000000,45750.000000,46450.000000,43213.066406,4717226
2019-07-16,46450.000000,46850.000000,46300.000000,46850.000000,43585.195313,7407824
2019-07-17,46150.000000,46350.000000,45950.000000,46050.000000,42840.941406,5216602
2019-07-18,46450.000000,46450.000000,45650.000000,46100.000000,42887.457031,5143554
2019-07-19,46650.000000,46950.000000,46600.000000,46800.000000,43538.675781,8819393
2019-07-22,46800.000000,47300.000000,46600.000000,47200.000000,43910.804688,9009109
2019-07-23,47350.000000,47550.000000,47050.000000,47300.000000,44003.832031,9061381
2019-07-24,47100.000000,47150.000000,46250.000000,46400.000000,43166.554688,8756522
2019-07-25,47150.000000,47200.000000,46600.000000,47200.000000,43910.804688,8408838
2019-07-26,46650.000000,47150.000000,46550.000000,47150.000000,43864.289063,7873886
2019-07-29,46800.000000,47050.000000,46000.000000,46100.000000,42887.457031,6856846
2019-07-30,46300.000000,46850.000000,46300.000000,46550.000000,43306.105469,5551014
2019-07-31,46200.000000,46600.000000,45000.000000,45350.000000,42189.718750,12872916
2019-08-01,44900.000000,45500.000000,44850.000000,45200.000000,42050.175781,7811181
2019-08-02,44550.000000,45500.000000,44300.000000,44950.000000,41817.593750,12151374
2019-08-05,44350.000000,44600.000000,43600.000000,43950.000000,40887.285156,14214086
2019-08-06,42500.000000,43800.000000,42500.000000,43500.000000,40468.644531,15083824
2019-08-07,43600.000000,43900.000000,43100.000000,43200.000000,40189.550781,10002533
2019-08-08,43250.000000,43500.000000,42650.000000,42650.000000,39677.875000,16926881
2019-08-09,43250.000000,43350.000000,43050.000000,43150.000000,40143.035156,9685147
2019-08-12,44000.000000,44000.000000,43550.000000,43700.000000,40654.707031,8466169
2019-08-13,43500.000000,43500.000000,42950.000000,43000.000000,40003.484375,7276979
2019-08-14,43900.000000,44250.000000,43500.000000,43700.000000,40654.707031,8750135
2019-08-16,43800.000000,43900.000000,43300.000000,43900.000000,40840.773438,9528115
2019-08-19,44350.000000,44350.000000,43500.000000,43600.000000,40561.675781,6014218
2019-08-20,43950.000000,44600.000000,43550.000000,44450.000000,41352.445313,8434205
2019-08-21,44350.000000,44800.000000,44150.000000,44500.000000,41398.953125,6571717
2019-08-22,44500.000000,44700.000000,43850.000000,44050.000000,40980.316406,8061177
2019-08-23,43800.000000,44200.000000,43650.000000,43950.000000,40887.285156,5017381
2019-08-26,43050.000000,43800.000000,42950.000000,43600.000000,40561.675781,7954949
2019-08-27,43650.000000,44200.000000,43600.000000,44050.000000,40980.316406,16883932
2019-08-28,44100.000000,44400.000000,43750.000000,44150.000000,41073.355469,5758333
2019-08-29,44200.000000,44200.000000,43050.000000,43400.000000,40375.613281,10768862
2019-08-30,43750.000000,44300.000000,43750.000000,44000.000000,40933.804688,9899073
2019-09-02,44850.000000,44850.000000,43650.000000,43800.000000,40747.738281,7185537
2019-09-03,43550.000000,43650.000000,43100.000000,43250.000000,40236.066406,9774941
2019-09-04,43250.000000,44100.000000,43150.000000,44100.000000,41026.828125,12441837
2019-09-05,44800.000000,46100.000000,44450.000000,45700.000000,42515.328125,18297430
